,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
1446,1.0,2010-10-19,60.0,39.0,50.0,-1.0,35.0,43.0,15.0,0.0,0608,1704, ,0.0,0.0,29.23,29.98,6.1,27.0,7.2,2010,10,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,2.0,2010-10-19,61.0,40.0,51.0,,35.0,44.0,14.0,0.0,-,-, ,,0.0,29.29,29.98,5.3,28.0,6.4,2010,10,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,1.0,2010-10-20,70.0,44.0,57.0,7.0,35.0,46.0,8.0,0.0,0610,1703, ,0.0,0.1,29.03,29.76,10.2,26.0,12.1,2010,10,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,2.0,2010-10-20,70.0,46.0,58.0,,35.0,46.0,7.0,0.0,-,-, ,,0.1,29.09,29.77,9.9,26.0,12.2,2010,10,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,1.0,2010-10-21,56.0,38.0,47.0,-3.0,30.0,40.0,18.0,0.0,0611,1701, ,0.0,0.0,29.25,29.96,9.4,30.0,10.0,2010,10,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,2.0,2010-10-21,56.0,41.0,49.0,,29.0,40.0,16.0,0.0,-,-, ,,0.0,29.31,29.96,8.5,30.0,8.8,2010,10,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,1.0,2010-10-22,64.0,33.0,49.0,-1.0,31.0,42.0,16.0,0.0,0612,1660, ,0.0,0.02,29.34,30.07,5.8,21.0,6.5,2010,10,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,2.0,2010-10-22,65.0,37.0,51.0,,29.0,42.0,14.0,0.0,-,-, ,,0.01,29.41,30.08,4.9,21.0,5.1,2010,10,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,1.0,2010-10-23,65.0,54.0,60.0,11.0,47.0,53.0,5.0,0.0,0613,1658,RA BR,0.0,0.1,29.2,29.94,10.0,21.0,11.4,2010,10,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,2.0,2010-10-23,67.0,54.0,61.0,,43.0,52.0,4.0,0.0,-,-,TSRA RA BR,,0.21,29.26,29.95,9.8,20.0,10.3,2010,10,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1456,1.0,2010-10-24,72.0,54.0,63.0,14.0,53.0,57.0,2.0,0.0,0614,1657,RA BR,0.0,0.05,28.98,29.74,8.4,21.0,9.6,2010,10,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,2.0,2010-10-24,73.0,57.0,65.0,,51.0,57.0,0.0,0.0,-,-,TSRA,,1.01,29.05,29.74,7.7,20.0,8.5,2010,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1458,1.0,2010-10-25,72.0,56.0,64.0,16.0,56.0,60.0,1.0,0.0,0616,1656,BR,0.0,0.0,28.74,29.5,11.6,19.0,12.4,2010,10,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,2.0,2010-10-25,72.0,57.0,65.0,,56.0,60.0,0.0,0.0,-,-,BR,,0.01,28.8,29.5,10.1,19.0,10.7,2010,10,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,1.0,2010-10-26,70.0,54.0,62.0,14.0,47.0,53.0,3.0,0.0,0617,1654,RA BR,0.0,0.24,28.55,29.25,24.1,21.0,26.3,2010,10,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,2.0,2010-10-26,71.0,54.0,63.0,,47.0,54.0,2.0,0.0,-,-,RA BR,,0.4,28.63,29.23,19.2,21.0,21.4,2010,10,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,1.0,2010-10-27,65.0,43.0,54.0,6.0,32.0,44.0,11.0,0.0,0618,1653, ,0.0,0.0,28.92,29.59,21.8,24.0,23.2,2010,10,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,2.0,2010-10-27,65.0,43.0,54.0,,31.0,45.0,11.0,0.0,-,-, ,,0.0,29.0,29.6,20.8,25.0,22.1,2010,10,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,1.0,2010-10-28,46.0,39.0,43.0,-4.0,31.0,38.0,22.0,0.0,0619,1651, ,0.0,0.1,29.43,30.1,13.7,28.0,14.1,2010,10,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,2.0,2010-10-28,46.0,39.0,43.0,,30.0,38.0,22.0,0.0,-,-, ,,0.0,29.49,30.12,14.9,28.0,15.2,2010,10,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,1.0,2010-10-29,50.0,31.0,41.0,-6.0,27.0,36.0,24.0,0.0,0620,1650, ,0.0,0.0,29.48,30.24,6.2,24.0,8.9,2010,10,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,2.0,2010-10-29,50.0,33.0,42.0,,26.0,36.0,23.0,0.0,-,-, ,,0.0,29.55,30.25,5.3,24.0,7.0,2010,10,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,1.0,2010-10-30,63.0,42.0,53.0,7.0,32.0,42.0,12.0,0.0,0622,1649, ,0.0,0.0,29.14,29.88,6.5,25.0,13.3,2010,10,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,2.0,2010-10-30,63.0,41.0,52.0,,32.0,42.0,13.0,0.0,-,-, ,,0.0,29.21,29.9,6.1,24.0,13.3,2010,10,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,1.0,2010-10-31,52.0,36.0,44.0,-2.0,30.0,38.0,21.0,0.0,0623,1647, ,0.0,0.0,29.49,30.2,5.8,1.0,6.9,2010,10,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,2.0,2010-10-31,52.0,39.0,46.0,,31.0,40.0,19.0,0.0,-,-, ,,0.0,29.55,30.2,9.0,3.0,9.9,2010,10,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,1.0,2011-05-01,63.0,47.0,55.0,2.0,37.0,47.0,10.0,0.0,0448,1849, ,0.0,0.0,29.26,29.95,11.4,26.0,11.9,2011,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,2.0,2011-05-01,64.0,52.0,58.0,,37.0,48.0,7.0,0.0,-,-, ,,0.0,29.32,29.94,11.2,26.0,11.6,2011,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,1.0,2011-05-02,59.0,42.0,51.0,-3.0,31.0,42.0,14.0,0.0,0447,1850, ,0.0,0.0,29.46,30.17,5.3,36.0,9.9,2011,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,2.0,2011-05-02,60.0,43.0,52.0,,31.0,42.0,13.0,0.0,-,-, ,,0.0,29.52,30.16,4.6,36.0,9.9,2011,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,1.0,2011-05-03,50.0,37.0,44.0,-10.0,31.0,38.0,21.0,0.0,0446,1851,RA,0.0,0.1,29.5,30.23,6.7,3.0,7.6,2011,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,2.0,2011-05-03,51.0,38.0,45.0,,30.0,38.0,20.0,0.0,-,-,DZ,,0.1,29.56,30.23,8.2,2.0,8.7,2011,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,1.0,2011-05-04,59.0,37.0,48.0,-6.0,29.0,40.0,17.0,0.0,0444,1852, ,0.0,0.0,29.63,30.37,4.6,3.0,7.6,2011,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,2.0,2011-05-04,57.0,37.0,47.0,,29.0,40.0,18.0,0.0,-,-, ,,0.0,29.7,30.37,4.9,3.0,7.3,2011,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,1.0,2011-05-05,63.0,35.0,49.0,-6.0,40.0,46.0,16.0,0.0,0443,1853,RA BR,0.0,0.06,29.33,30.12,10.9,20.0,11.5,2011,5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,2.0,2011-05-05,62.0,41.0,52.0,,39.0,46.0,13.0,0.0,-,-,RA,,0.1,29.4,30.13,10.4,19.0,10.9,2011,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,1.0,2011-05-06,68.0,44.0,56.0,1.0,39.0,48.0,9.0,0.0,0442,1855,RA,0.0,0.1,29.11,29.87,6.8,28.0,7.8,2011,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,2.0,2011-05-06,69.0,45.0,57.0,,39.0,49.0,8.0,0.0,-,-,BR,,0.0,29.18,29.87,7.9,27.0,9.3,2011,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,1.0,2011-05-07,60.0,43.0,52.0,-3.0,44.0,48.0,13.0,0.0,0441,1856, ,0.0,0.1,29.13,29.85,5.1,5.0,6.9,2011,5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,2.0,2011-05-07,60.0,46.0,53.0,,46.0,50.0,12.0,0.0,-,-, ,,0.1,29.18,29.84,5.3,5.0,7.9,2011,5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,1.0,2011-05-08,68.0,39.0,54.0,-2.0,43.0,49.0,11.0,0.0,0439,1857, ,0.0,0.0,29.27,29.98,6.6,6.0,7.2,2011,5,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,2.0,2011-05-08,68.0,44.0,56.0,,44.0,50.0,9.0,0.0,-,-, ,,0.0,29.33,29.97,6.9,6.0,7.8,2011,5,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,1.0,2011-05-09,73.0,47.0,60.0,4.0,45.0,53.0,5.0,0.0,0438,1858,RA,0.0,0.1,29.15,29.89,14.3,11.0,14.7,2011,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,2.0,2011-05-09,74.0,51.0,63.0,,46.0,55.0,2.0,0.0,-,-, ,,0.1,29.21,29.89,15.3,12.0,15.6,2011,5,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,1.0,2011-05-10,90.0,62.0,76.0,20.0,61.0,66.0,0.0,11.0,0437,1859, ,0.0,0.0,29.0,29.72,6.2,14.0,8.6,2011,5,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,2.0,2011-05-10,91.0,64.0,78.0,,60.0,66.0,0.0,13.0,-,-,HZ,,0.0,29.06,29.71,7.3,17.0,8.6,2011,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,1.0,2011-05-11,87.0,63.0,75.0,18.0,66.0,68.0,0.0,10.0,0436,1860,TS TSRA BR HZ,0.0,0.13,29.1,29.8,3.5,14.0,6.6,2011,5,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1493,2.0,2011-05-11,88.0,67.0,78.0,,65.0,69.0,0.0,13.0,-,-,BR HZ,,0.28,29.16,29.78,4.4,14.0,6.4,2011,5,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,1.0,2011-05-12,86.0,58.0,72.0,15.0,63.0,66.0,0.0,7.0,0435,1901,TS TSRA BR,0.0,0.29,29.08,29.79,5.6,19.0,8.1,2011,5,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1495,2.0,2011-05-12,87.0,63.0,75.0,,61.0,66.0,0.0,10.0,-,-,TS BR HZ,,0.02,29.13,29.78,4.3,19.0,7.4,2011,5,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1496,1.0,2011-05-13,77.0,47.0,62.0,4.0,54.0,56.0,3.0,0.0,0434,1902,RA BR,0.0,0.02,29.0,29.73,10.1,3.0,11.0,2011,5,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,2.0,2011-05-13,77.0,47.0,62.0,,54.0,57.0,3.0,0.0,-,-, ,,0.01,29.07,29.71,10.5,1.0,11.5,2011,5,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,1.0,2011-05-14,53.0,45.0,49.0,-9.0,47.0,48.0,16.0,0.0,0433,1903,RA BR,0.0,0.31,29.01,29.73,16.7,2.0,16.9,2011,5,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,2.0,2011-05-14,51.0,46.0,49.0,,46.0,47.0,16.0,0.0,-,-,RA DZ BR,,0.43,29.05,29.72,17.0,1.0,17.2,2011,5,14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,1.0,2011-05-15,46.0,41.0,44.0,-14.0,36.0,41.0,21.0,0.0,0432,1904,RA BR,0.0,0.31,29.15,29.86,21.4,2.0,21.4,2011,5,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,2.0,2011-05-15,48.0,42.0,45.0,,38.0,42.0,20.0,0.0,-,-,RA BR,,0.37,29.19,29.84,18.8,1.0,18.9,2011,5,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,1.0,2011-05-16,52.0,37.0,45.0,-14.0,30.0,40.0,20.0,0.0,0431,1905, ,0.0,0.0,29.28,30.01,13.5,2.0,13.9,2011,5,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,2.0,2011-05-16,53.0,40.0,47.0,,31.0,40.0,18.0,0.0,-,-, ,,0.0,29.34,30.01,13.9,1.0,14.1,2011,5,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,1.0,2011-05-17,60.0,40.0,50.0,-9.0,33.0,43.0,15.0,0.0,0430,1906, ,0.0,0.0,29.21,29.96,12.2,3.0,12.7,2011,5,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,2.0,2011-05-17,60.0,40.0,50.0,,35.0,44.0,15.0,0.0,-,-, ,,0.0,29.27,29.95,13.1,2.0,13.6,2011,5,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,1.0,2011-05-18,57.0,49.0,53.0,-7.0,48.0,49.0,12.0,0.0,0429,1907,RA DZ BR,0.0,0.07,29.16,29.89,6.2,2.0,7.1,2011,5,18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,2.0,2011-05-18,61.0,50.0,56.0,,49.0,51.0,9.0,0.0,-,-,RA BR HZ,,0.03,29.21,29.88,6.6,1.0,7.0,2011,5,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,1.0,2011-05-19,72.0,49.0,61.0,1.0,53.0,56.0,4.0,0.0,0428,1908,BR HZ,0.0,0.0,29.29,30.0,3.6,2.0,5.8,2011,5,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,2.0,2011-05-19,73.0,50.0,62.0,,53.0,55.0,3.0,0.0,-,-,BR HZ VCFG,,0.0,29.36,30.0,3.0,2.0,5.0,2011,5,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1510,1.0,2011-05-20,73.0,50.0,62.0,1.0,54.0,57.0,3.0,0.0,0427,1909,BR,0.0,0.0,29.3,30.03,5.5,6.0,6.0,2011,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,2.0,2011-05-20,72.0,50.0,61.0,,53.0,56.0,4.0,0.0,-,-,BR,,0.0,29.36,30.03,5.4,7.0,6.2,2011,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,1.0,2011-05-21,75.0,50.0,63.0,2.0,59.0,62.0,2.0,0.0,0426,1910,BR,0.0,0.01,29.13,29.87,7.0,15.0,8.1,2011,5,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,2.0,2011-05-21,76.0,51.0,64.0,,59.0,62.0,1.0,0.0,-,-,HZ,,0.1,29.2,29.87,8.1,15.0,9.0,2011,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,1.0,2011-05-22,87.0,61.0,74.0,13.0,60.0,64.0,0.0,9.0,0425,1911,TSRA RA BR,0.1,0.58,28.95,29.7,10.3,19.0,11.4,2011,5,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1515,2.0,2011-05-22,88.0,65.0,77.0,,59.0,65.0,0.0,12.0,-,-,TSRA,,0.12,29.02,29.69,11.2,18.0,11.6,2011,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1516,1.0,2011-05-23,79.0,60.0,70.0,9.0,59.0,64.0,0.0,5.0,0425,1912, ,0.0,0.1,28.92,29.62,10.0,25.0,11.3,2011,5,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,2.0,2011-05-23,80.0,65.0,73.0,,59.0,64.0,0.0,8.0,-,-, ,,0.1,28.98,29.61,11.3,24.0,12.5,2011,5,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,1.0,2011-05-24,66.0,47.0,57.0,-5.0,47.0,51.0,8.0,0.0,0424,1913, ,0.0,0.11,29.15,29.86,12.0,4.0,12.4,2011,5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,2.0,2011-05-24,69.0,48.0,59.0,,47.0,53.0,6.0,0.0,-,-, ,,0.01,29.21,29.84,11.1,3.0,11.5,2011,5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,1.0,2011-05-25,67.0,47.0,57.0,-5.0,52.0,53.0,8.0,0.0,0423,1914,TSRA RA BR,0.0,2.24,28.92,29.67,10.7,3.0,11.7,2011,5,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1521,2.0,2011-05-25,75.0,49.0,62.0,,53.0,55.0,3.0,0.0,-,-,TSRA RA BR,,1.9,28.97,29.65,7.8,3.0,10.1,2011,5,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1522,1.0,2011-05-26,49.0,43.0,46.0,-16.0,40.0,43.0,19.0,0.0,0422,1915,RA BR,0.0,1.06,29.15,29.84,17.7,2.0,17.8,2011,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,2.0,2011-05-26,50.0,43.0,47.0,,40.0,43.0,18.0,0.0,-,-,RA BR,,0.61,29.19,29.83,18.8,1.0,18.9,2011,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,1.0,2011-05-27,58.0,40.0,49.0,-13.0,41.0,46.0,16.0,0.0,0422,1916,RA,0.0,0.1,29.21,29.93,7.3,5.0,8.7,2011,5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,2.0,2011-05-27,58.0,42.0,50.0,,41.0,46.0,15.0,0.0,-,-,RA,,0.01,29.27,29.94,6.6,4.0,8.0,2011,5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,1.0,2011-05-28,62.0,51.0,57.0,-6.0,55.0,55.0,8.0,0.0,0421,1916,RA BR,0.0,0.12,29.1,29.83,6.0,18.0,6.7,2011,5,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,2.0,2011-05-28,64.0,52.0,58.0,,55.0,57.0,7.0,0.0,-,-,TSRA RA DZ BR HZ,,0.23,29.16,29.83,4.4,18.0,5.8,2011,5,28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1528,1.0,2011-05-29,70.0,52.0,61.0,-3.0,59.0,60.0,4.0,0.0,0421,1917,TS RA FG+ FG BR,0.0,1.88,29.16,29.86,3.6,11.0,5.7,2011,5,29,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1529,2.0,2011-05-29,72.0,57.0,65.0,,60.0,61.0,0.0,0.0,-,-,TSRA RA FG+ BR,,0.92,29.23,29.86,3.6,11.0,6.6,2011,5,29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1530,1.0,2011-05-30,88.0,56.0,72.0,8.0,65.0,69.0,0.0,7.0,0420,1918, ,0.0,0.0,29.26,29.97,12.4,20.0,12.8,2011,5,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,2.0,2011-05-30,90.0,65.0,78.0,,65.0,70.0,0.0,13.0,-,-, ,,0.0,29.33,29.96,11.2,19.0,11.6,2011,5,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,1.0,2011-05-31,85.0,69.0,77.0,13.0,64.0,68.0,0.0,12.0,0420,1919,TS,0.0,0.08,29.34,30.04,12.4,22.0,13.2,2011,5,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1533,2.0,2011-05-31,88.0,69.0,79.0,,65.0,70.0,0.0,14.0,-,-,RA,,0.1,29.41,30.02,12.4,22.0,13.2,2011,5,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
